,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
17468,0.03885,Q3,2013,28,29,SI,3.0,1,9,1,2,7,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,7,5.0,1,2.0,14,000-OWN COUNTRY,2012,9.0,1.0,2,,1.0,9.0,9,0.0,3.0,2,3,3,3,30,0,,,99,1.0,3,40.0,1,1,4,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,3,0,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2005,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,10,,,F,9,9,3
17479,0.0098925,Q4,2013,48,49,SI,4.0,1,9,1,2,11,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,9.0,14,005-EU28,2001,99.0,9.0,2,,9.0,9.0,9,9.0,9.0,3,3,2,2,10,10,99.0,99.0,97,,9,,3,1,2,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,9,9.0,9,9,4,2,9.0,2,999,9,9,1979,1.0,900.0,999.0,9.0,0,M,0.0,9.0,9.0,144,,99.0,F,9,9,4
17481,0.0159275,Q2,2013,18,19,SI,4.0,1,9,3,2,5,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,5.0,1.0,9,4,9.0,3,3,0,1,1,1,0,1,0,0,0,1,0,0,0,9.0,1,9.0,1,9,4,2,9.0,1,16,2,5,2011,2.0,999.0,999.0,3.0,1,H,0.0,,,999,5.0,99.0,9,9,9,4
17489,0.0103775,Q3,2013,35,36,SI,3.0,1,9,1,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,11.0,1.0,5,4,9.0,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1977,2.0,999.0,,2.0,0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,G,2
17532,0.0050575,Q4,2013,46,47,SI,3.0,1,9,4,2,11,2013,1,2.0,,NO ANSWER,,NO ANSWER,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,1,1,0,1,1,0,0,1,0,0,0,1,0,0,9.0,1,9.0,4,9,2,2,9.0,2,999,9,9,2006,2.0,999.0,999.0,1.0,0,L,0.0,9.0,9.0,999,,99.0,9,9,9,5
17545,0.016795,Q1,2013,3,4,SI,4.0,1,9,2,2,1,2013,1,2.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2003,99.0,99.0,9,4,9.0,3,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1975,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
17565,0.02579,Q3,2013,36,37,SI,3.0,1,9,2,2,9,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2010,99.0,9.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1977,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,1
17609,0.0347325,Q3,2013,33,34,SI,3.0,1,9,3,2,8,2013,1,2.0,65.0,005-EU28,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2010,99.0,0.0,9,4,9.0,5,3,1,1,0,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1975,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,2
17613,0.0068975,Q4,2013,44,45,SI,3.0,1,9,1,2,10,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,1,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,2,9,2,1,5.0,2,999,9,9,2006,2.0,999.0,999.0,1.0,1,M,0.0,,,999,,99.0,9,9,9,5
17618,0.0204975,Q4,2013,50,51,SI,3.0,1,9,2,2,12,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2010,99.0,1.0,9,4,9.0,3,3,1,1,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,2008,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
17657,0.004515,Q1,2013,5,6,SI,3.0,1,9,1,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,3,1,0,1,1,1,1,0,0,0,0,1,0,0,9.0,1,9.0,2,9,2,2,9.0,2,999,9,9,1999,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,,99.0,9,9,9,6
17658,0.02535,Q3,2013,33,34,SI,3.0,1,9,3,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2008,99.0,1.0,9,4,9.0,5,2,1,0,0,1,1,1,0,0,0,1,0,0,0,9.0,1,9.0,4,9,4,2,9.0,2,999,9,9,1998,2.0,999.0,999.0,2.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
17660,0.0185475,Q4,2013,43,44,SI,,1,9,1,2,10,2013,1,1.0,65.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,2.0,1.0,5,4,9.0,3,2,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1972,2.0,999.0,,2.0,0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,H,3
17685,0.0182925,Q3,2013,34,35,SI,4.0,1,9,3,2,8,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,1.0,0.0,5,4,9.0,2,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1982,2.0,999.0,800.0,2.0,0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,B,4
17692,0.014415,Q4,2013,45,46,SI,4.0,1,9,4,2,11,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,5.0,9.0,5,4,9.0,3,2,1,1,1,1,0,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,2011,2.0,999.0,,2.0,0,H,0.0,9.0,9.0,999,4.0,99.0,9,9,H,4
17706,0.0316125,Q4,2013,52,1,SI,3.0,1,9,3,2,12,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,14,000-OWN COUNTRY,2013,12.0,,2,,2.0,,2,1.0,3.0,3,3,3,3,20,20,,,97,0.0,9,,3,1,7,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,9.0,9,9.0,9,9,4,1,5.0,2,999,9,9,2005,1.0,0.0,999.0,9.0,1,M,0.0,,,0,,,G,9,9,1
17711,0.087285,Q4,2013,42,43,SI,3.0,1,9,1,2,10,2013,1,2.0,,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,2,9,4,2,9.0,2,999,9,9,2008,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,,99.0,9,9,9,1
17738,0.03353,Q1,2013,1,2,SI,3.0,1,9,5,2,1,2013,1,1.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,5.0,9,9.0,14,000-OWN COUNTRY,1990,99.0,9.0,2,,9.0,9.0,9,9.0,9.0,2,3,2,2,20,20,99.0,99.0,97,1.0,4,40.0,3,1,1,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,2,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,1983,1.0,900.0,999.0,9.0,0,M,0.0,9.0,9.0,276,,99.0,A,9,9,2
17742,0.0171025,Q3,2013,31,32,SI,3.0,1,9,3,2,8,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,8.0,9.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,1,2,1,5,2004,2.0,999.0,999.0,3.0,1,M,0.0,,,999,5.0,99.0,9,9,9,2
17761,0.044785,Q2,2013,24,25,SI,4.0,1,9,5,2,6,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,2.0,5.0,9,4,9.0,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2,9,4,1,5.0,2,999,9,9,2012,2.0,999.0,999.0,1.0,1,M,0.0,,,999,5.0,99.0,9,9,9,4
17768,0.0226275,Q2,2013,22,23,SI,3.0,1,9,3,2,5,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,0.0,9,2.0,14,005-EU28,2013,5.0,,1,9.0,2.0,,1,1.0,3.0,2,3,3,3,40,40,,,97,1.0,4,50.0,2,1,2,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,2,1,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2007,1.0,300.0,999.0,9.0,0,M,0.0,9.0,9.0,0,,,B,9,9,4
17771,0.02352,Q1,2013,9,10,SI,3.0,1,9,1,2,2,2013,1,2.0,47.0,005-EU28,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,1991,99.0,99.0,9,4,9.0,2,3,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,4,9,2,2,9.0,2,999,9,9,1980,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
17786,0.061495,Q1,2013,8,9,SI,4.0,1,9,1,2,2,2013,1,2.0,20.0,005-EU28,0.0,000-OWN COUNTRY,1,99,5.0,9,,15,000-OWN COUNTRY,2012,10.0,,2,,,9.0,9,,,1,3,1,1,20,20,,,97,1.0,4,40.0,3,1,6,2,5,2,9,9999,99.0,99.0,9,9,9.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,9,9,4,1,5.0,2,999,9,9,2007,1.0,400.0,999.0,9.0,1,M,0.0,,,4,,,H,A,9,3
17798,0.0253375,Q3,2013,34,35,SI,4.0,1,9,4,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,7,5.0,1,1.0,15,000-OWN COUNTRY,1994,99.0,9.0,2,,1.0,9.0,9,0.0,3.0,2,2,2,2,20,0,,,99,1.0,3,40.0,1,1,2,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,3,0,0,1,0,1,1,0,0,0,0,0,0,1,9.0,1,9.0,9,9,4,2,9.0,2,999,9,9,2000,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,228,,,H,9,9,2
17806,0.018225,Q3,2013,38,39,SI,4.0,1,9,2,2,9,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,5.0,9.0,5,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,2011,2.0,999.0,500.0,1.0,0,H,0.0,9.0,9.0,999,3.0,99.0,9,9,H,3
17820,0.0177025,Q3,2013,31,32,SI,4.0,1,9,1,2,8,2013,1,1.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,0.0,5,4,9.0,2,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1980,2.0,999.0,800.0,2.0,0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,B,2
17865,0.097065,Q2,2013,17,18,SI,3.0,1,9,2,2,4,2013,1,1.0,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,8.0,0.0,5,4,9.0,3,2,1,0,1,1,1,1,0,0,0,1,0,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,2001,2.0,999.0,,2.0,0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,H,1
17872,0.011515,Q2,2013,21,22,SI,3.0,1,9,1,2,5,2013,1,2.0,20.0,005-EU28,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,0,9999,99.0,99.0,9,4,9.0,5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2,9,4,1,5.0,2,999,9,9,2009,2.0,999.0,999.0,1.0,1,M,0.0,,,999,,99.0,9,9,9,6
17880,0.022955,Q1,2013,3,4,SI,3.0,1,9,1,2,1,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2010,99.0,0.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1983,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
17884,0.04637,Q1,2013,3,4,SI,4.0,1,9,3,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,0.0,5,4,9.0,3,1,1,1,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1997,2.0,999.0,,1.0,0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,H,6
17940,0.033785,Q4,2013,40,41,SI,3.0,1,9,1,2,10,2013,1,1.0,20.0,005-EU28,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,8.0,0.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,1,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,2009,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,2
17979,0.0210325,Q4,2013,44,45,SI,3.0,1,9,1,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,1993,99.0,99.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1975,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,1
17990,0.1770375,Q2,2013,24,25,SI,4.0,1,9,3,2,6,2013,1,1.0,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,0.0,5,4,9.0,3,2,1,1,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1975,2.0,999.0,700.0,2.0,0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,F,1
18048,0.070915,Q2,2013,17,18,SI,4.0,1,9,1,2,4,2013,1,2.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,12.0,0.0,5,4,9.0,3,1,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,2009,2.0,999.0,800.0,1.0,0,H,0.0,9.0,9.0,999,3.0,99.0,9,9,B,1
18050,0.0103675,Q3,2013,35,36,SI,4.0,1,9,3,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2013,3.0,0.0,5,4,9.0,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,1,2,9.0,2,999,9,9,1988,2.0,999.0,,1.0,0,H,0.0,9.0,9.0,999,3.0,99.0,9,9,B,4
18055,0.0347025,Q1,2013,10,11,SI,3.0,1,9,3,2,3,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2007,99.0,0.0,9,4,9.0,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,1,9.0,1,9,4,2,9.0,2,999,9,9,1999,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
18056,0.03189,Q1,2013,6,7,SI,3.0,1,9,2,2,2,2013,1,2.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2011,12.0,1.0,9,4,9.0,3,3,1,0,1,1,1,1,1,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1989,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
18061,0.02333,Q4,2013,48,49,SI,4.0,1,9,1,2,11,2013,1,2.0,20.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,5.0,9,2.0,15,000-OWN COUNTRY,2013,9.0,,2,,2.0,,2,1.0,1.0,2,3,2,2,20,20,,,97,0.0,9,,3,1,1,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9,9,4,1,3.0,2,999,9,9,2005,1.0,500.0,999.0,9.0,1,L,,,,2,,,F,9,9,4
18065,0.1291525,Q2,2013,25,26,SI,4.0,1,9,3,2,6,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,2.0,1.0,9,4,9.0,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1982,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999,5.0,99.0,9,9,9,1
18095,0.01911,Q4,2013,44,45,SI,4.0,1,9,1,2,10,2013,1,1.0,32.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2,99,0.0,9,2.0,15,000-OWN COUNTRY,2010,99.0,9.0,1,9.0,1.0,9.0,9,0.0,3.0,2,3,2,3,40,24,12.0,,12,1.0,3,50.0,3,1,6,1,9,99,9,9999,99.0,99.0,9,9,9.0,2,2,0,0,1,1,1,1,1,0,0,1,0,0,0,9.0,1,9.0,9,9,4,2,9.0,1,4,1,2,2001,1.0,700.0,999.0,9.0,1,M,0.0,,,36,,,H,9,9,3
18103,0.053655,Q1,2013,9,10,SI,3.0,1,9,5,2,2,2013,1,2.0,47.0,005-EU28,0.0,000-OWN COUNTRY,2,99,5.0,9,2.0,14,000-OWN COUNTRY,2013,2.0,0.0,1,9.0,2.0,,2,0.0,3.0,3,3,1,3,40,40,,,97,0.0,9,,3,1,1,1,9,99,9,9999,99.0,99.0,9,9,9.0,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,9,9.0,9,9,4,2,9.0,1,2,1,5,1992,1.0,500.0,999.0,9.0,1,M,0.0,,,0,,,F,9,9,3
18112,0.0623125,Q1,2013,9,10,SI,4.0,1,9,3,2,2,2013,1,2.0,32.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,6.0,1.0,5,4,9.0,3,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1999,2.0,999.0,,2.0,0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,1
18125,0.0200725,Q3,2013,37,38,SI,4.0,1,9,2,2,9,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1,99,9.0,9,9.0,99,NOT APPLICABLE,9999,99.0,9.0,9,9.0,9.0,9.0,9,9.0,9.0,9,9,9,9,99,99,99.0,99.0,99,9.0,9,99.0,9,9,9,9,9,99,1,2012,11.0,9.0,5,4,9.0,3,2,1,1,1,1,1,1,1,0,0,1,1,0,1,9.0,1,9.0,1,9,2,2,9.0,2,999,9,9,1983,2.0,999.0,,2.0,0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,4
