,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
23999,0.21902,Q1,2013,4,4,NL,4.0,1,9,2,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,4.0,1.0,3,4,9.0,2.0,2.0,0,1,1,1,1,1,1,0,0,0,1,0,0,9.0,1,9.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,1998.0,2.0,999.0,100.0,2.0,0,H,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H,1.0
24000,0.06927,Q4,2013,44,44,NL,4.0,1,9,2,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,2.0,3.0,1,1,1,0,0,0,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1979.0,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999.0,,99.0,9,9,9,3.0
24011,0.02359,Q4,2013,40,40,NL,4.0,1,9,2,2,10,2013,1,2.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,,99.0,99.0,9,4,9.0,5.0,2.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,,9,4,1,5.0,2,999.0,9.0,9.0,2012.0,2.0,999.0,999.0,2.0,1,M,0.0,,,999.0,,99.0,9,9,9,3.0
24016,0.14333,Q3,2013,37,37,NL,4.0,1,9,2,2,9,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,6.0,1.0,3,4,9.0,5.0,1.0,1,1,0,0,1,1,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1993.0,2.0,999.0,200.0,1.0,0,H,0.0,9.0,9.0,999.0,3.0,99.0,9,9,B,4.0
24032,0.07533,Q4,2013,40,40,NL,4.0,1,9,2,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,11+,005-EU28,2,99,0.0,9,9.0,99.0,NL,2011.0,2.0,9.0,1,9.0,9.0,9.0,9.0,9.0,9.0,3.0,3.0,2.0,3.0,40,32.0,99.0,99.0,8.0,0.0,9,40.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,1982.0,1.0,,999.0,9.0,0,M,0.0,9.0,9.0,32.0,,99.0,,9,9,
24042,0.17342,Q1,2013,8,8,NL,4.0,1,9,2,2,2,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1978.0,2.0,999.0,999.0,3.0,0,M,12.0,9.0,9.0,999.0,,99.0,9,9,9,2.0
24070,0.089,Q3,2013,33,33,NL,4.0,1,9,2,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2009.0,99.0,0.0,9,4,9.0,5.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1989.0,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9,4.0
24072,0.14062,Q4,2013,45,45,NL,3.0,1,9,2,2,11,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2.0,12.0,NL,2011.0,12.0,9.0,2,3.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,20,18.0,0.0,0.0,4.0,0.0,9,20.0,3.0,1.0,1,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,4,4,2,9.0,2,999.0,9.0,9.0,2009.0,1.0,500.0,999.0,9.0,0,M,0.0,9.0,9.0,23.0,,3.0,H,9,9,3.0
24074,0.02179,Q2,2013,16,16,NL,4.0,1,9,2,2,4,2013,1,2.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2008.0,99.0,0.0,9,4,9.0,2.0,3.0,0,0,1,0,0,1,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1965.0,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9,1.0
24094,0.14797,Q3,2013,29,29,NL,3.0,1,9,2,2,7,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,12.0,NL,1982.0,99.0,9.0,1,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,36,24.0,0.0,3.0,8.0,0.0,9,36.0,1.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,,1.0,,999.0,9.0,0,H,12.0,9.0,9.0,372.0,,9.0,H,9,9,
24098,0.0891,Q2,2013,23,23,NL,3.0,1,9,2,2,6,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,8.0,1.0,3,4,9.0,5.0,2.0,1,1,1,0,0,1,1,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1987.0,2.0,999.0,100.0,2.0,0,M,0.0,9.0,9.0,999.0,4.0,99.0,9,9,G,4.0
24124,0.03513,Q1,2013,10,10,NL,4.0,1,9,2,2,3,2013,1,1.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,3.0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,3.0,2,999.0,9.0,9.0,2013.0,2.0,999.0,999.0,3.0,1,L,0.0,,,999.0,,99.0,9,9,9,4.0
24138,0.07265,Q1,2013,8,8,NL,4.0,1,9,2,2,2,2013,1,1.0,20.0,NO ANSWER,,NO ANSWER,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,2.0,0,1,1,1,0,0,1,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,3.0,2,999.0,9.0,9.0,2013.0,2.0,999.0,999.0,2.0,1,L,0.0,,,999.0,,99.0,9,9,9,
24150,0.08032,Q3,2013,28,28,NL,4.0,1,9,2,2,7,2013,1,2.0,47.0,NO ANSWER,,NO ANSWER,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,4.0,0.0,3,4,9.0,5.0,2.0,1,1,1,1,0,0,1,0,0,0,1,0,0,9.0,1,9.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,1981.0,2.0,999.0,200.0,1.0,0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H,
24155,0.2128,Q2,2013,15,15,NL,4.0,1,9,2,2,4,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2.0,13.0,NL,2006.0,99.0,9.0,1,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,38,38.0,0.0,0.0,97.0,0.0,9,38.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,1,16.0,1.0,4.0,2004.0,1.0,200.0,999.0,9.0,1,H,0.0,,,84.0,,8.0,H,9,9,4.0
24163,0.07066,Q1,2013,8,8,NL,4.0,1,9,2,2,2,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2010.0,99.0,0.0,9,4,9.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1991.0,2.0,999.0,999.0,3.0,0,M,12.0,9.0,9.0,999.0,7.0,99.0,9,9,9,3.0
24172,0.1652,Q3,2013,33,33,NL,3.0,1,9,2,2,8,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,,NL,2013.0,7.0,0.0,2,6.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,3.0,10,12.0,0.0,0.0,1.0,1.0,2,20.0,3.0,1.0,4,2,0,0.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.0,2,3.0,9.0,9,2,2,9.0,2,999.0,9.0,9.0,1990.0,1.0,900.0,999.0,9.0,0,M,0.0,9.0,9.0,1.0,,2.0,H,H,9,2.0
24195,0.09284,Q1,2013,7,7,NL,4.0,1,9,2,2,2,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,10.0,9.0,3,4,9.0,5.0,1.0,1,0,1,1,1,1,0,0,0,0,1,0,0,9.0,1,9.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,2003.0,2.0,999.0,300.0,1.0,0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H,2.0
24197,0.25533,Q4,2013,45,45,NL,3.0,1,9,2,2,11,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,1.0,12.0,NL,1998.0,99.0,9.0,1,9.0,1.0,9.0,9.0,0.0,3.0,1.0,3.0,1.0,1.0,40,20.0,0.0,8.0,8.0,0.0,9,32.0,3.0,1.0,5,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,1,5.0,2,999.0,9.0,9.0,2009.0,1.0,200.0,999.0,9.0,1,H,0.0,,,180.0,,10.0,H,9,9,2.0
24218,0.10393,Q3,2013,31,31,NL,4.0,1,9,2,2,8,2013,1,1.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,1999.0,99.0,99.0,9,4,9.0,5.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.0,1,9.0,,9,4,1,5.0,2,999.0,9.0,9.0,1992.0,2.0,999.0,999.0,3.0,1,H,0.0,,,999.0,8.0,99.0,9,9,9,2.0
24236,0.08251,Q3,2013,33,33,NL,4.0,1,9,2,2,8,2013,1,2.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,0.0,9999.0,99.0,99.0,9,4,9.0,5.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,5.0,2,999.0,9.0,9.0,2011.0,2.0,999.0,999.0,2.0,1,M,0.0,,,999.0,,99.0,9,9,9,
24253,0.19906,Q2,2013,18,18,NL,4.0,1,9,2,2,5,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,10.0,1.0,3,4,9.0,5.0,2.0,0,0,0,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1981.0,2.0,999.0,500.0,2.0,0,L,0.0,9.0,9.0,999.0,4.0,99.0,9,9,G,2.0
24265,0.21129,Q3,2013,37,37,NL,4.0,1,9,2,2,9,2013,1,2.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,4.0,0.0,3,4,9.0,5.0,1.0,1,1,0,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1976.0,2.0,999.0,800.0,1.0,0,L,0.0,9.0,9.0,999.0,3.0,99.0,9,9,G,4.0
24270,0.1003,Q2,2013,18,18,NL,4.0,1,9,2,2,5,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2006.0,99.0,5.0,9,4,9.0,5.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,2008.0,2.0,999.0,999.0,3.0,0,M,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9,3.0
24279,0.02127,Q4,2013,49,49,NL,4.0,1,9,2,2,12,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,6.0,1.0,3,4,9.0,2.0,2.0,1,0,1,0,0,0,1,0,0,0,1,0,0,9.0,1,9.0,1.0,9,2,2,9.0,2,999.0,9.0,9.0,2005.0,2.0,999.0,200.0,2.0,0,H,0.0,9.0,9.0,999.0,4.0,99.0,9,9,A,3.0
24283,0.11645,Q1,2013,6,6,NL,4.0,1,9,2,2,2,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2011.0,11.0,9.0,9,4,9.0,5.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9,4,2,9.0,1,1.0,1.0,5.0,,2.0,999.0,999.0,3.0,1,M,0.0,,,999.0,5.0,99.0,9,9,9,4.0
24289,0.19451,Q4,2013,42,42,NL,4.0,1,9,2,2,10,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,10.0,9.0,9,4,9.0,2.0,2.0,1,1,1,0,0,0,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,1998.0,2.0,999.0,999.0,2.0,0,M,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9,3.0
24294,0.0114,Q4,2013,49,49,NL,4.0,1,9,2,2,12,2013,1,2.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,8.0,,3,4,9.0,5.0,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,9.0,1,9.0,,9,2,2,9.0,2,999.0,9.0,9.0,2010.0,2.0,999.0,,1.0,0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H,1.0
24304,0.08854,Q3,2013,36,36,NL,4.0,1,9,2,2,9,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2013.0,3.0,9.0,3,4,9.0,2.0,1.0,1,1,1,1,1,1,0,0,0,0,1,0,0,9.0,1,9.0,,9,2,1,5.0,2,999.0,9.0,9.0,2013.0,2.0,999.0,100.0,1.0,1,H,0.0,,,999.0,4.0,99.0,9,9,G,3.0
24322,0.08617,Q4,2013,49,49,NL,4.0,1,9,2,2,12,2013,1,2.0,65.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2009.0,99.0,4.0,9,4,9.0,5.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1972.0,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9,1.0
24353,0.37371,Q2,2013,17,17,NL,4.0,1,9,2,2,4,2013,1,2.0,65.0,000-OWN COUNTRY,11+,005-EU28,1,99,5.0,9,2.0,13.0,NL,2002.0,99.0,9.0,2,5.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,24,24.0,0.0,0.0,97.0,1.0,2,32.0,3.0,1.0,4,2,3,4.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,3.0,0,0,0,0,1,1,1,0,0,0,0,0,0,9.0,2,3.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2000.0,1.0,,999.0,9.0,0,H,0.0,9.0,9.0,132.0,,5.0,H,H,9,
24358,0.42168,Q3,2013,27,27,NL,4.0,1,9,2,2,7,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2009.0,99.0,4.0,9,4,9.0,2.0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1992.0,2.0,999.0,999.0,3.0,0,H,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9,
24360,0.20833,Q1,2013,2,2,NL,4.0,1,9,2,2,1,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2.0,13.0,NL,2007.0,99.0,9.0,1,9.0,1.0,9.0,9.0,0.0,3.0,3.0,3.0,3.0,3.0,40,24.0,0.0,0.0,12.0,0.0,9,40.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,2.0,0,0,1,0,0,1,1,0,0,0,0,0,0,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2005.0,1.0,200.0,999.0,9.0,0,H,0.0,9.0,9.0,72.0,,8.0,H,9,9,2.0
24365,0.32368,Q1,2013,12,12,NL,4.0,1,9,2,2,3,2013,1,1.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2.0,14.0,NL,2010.0,99.0,9.0,2,6.0,1.0,9.0,9.0,0.0,3.0,2.0,3.0,3.0,3.0,24,24.0,0.0,0.0,97.0,0.0,9,24.0,3.0,1.0,7,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,5.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.0,9,9.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2010.0,1.0,200.0,999.0,9.0,0,H,12.0,9.0,9.0,36.0,,3.0,H,9,9,2.0
24369,0.16055,Q2,2013,20,20,NL,4.0,1,9,2,2,5,2013,1,2.0,32.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2012.0,10.0,5.0,3,4,9.0,2.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,2.0,9,4,1,5.0,2,999.0,9.0,9.0,2006.0,2.0,999.0,500.0,1.0,1,M,0.0,,,999.0,4.0,99.0,9,9,H,2.0
24384,0.18078,Q4,2013,46,46,NL,4.0,1,9,2,2,11,2013,1,1.0,20.0,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2.0,11.0,NL,2013.0,3.0,,2,5.0,1.0,9.0,9.0,0.0,3.0,1.0,3.0,2.0,3.0,24,32.0,8.0,0.0,16.0,1.0,2,42.0,3.0,1.0,4,1,9,99.0,9.0,9999.0,99.0,99.0,9,9,9.0,2.0,3.0,0,0,1,1,0,0,1,0,0,0,0,0,0,9.0,2,3.0,9.0,9,4,2,9.0,2,999.0,9.0,9.0,2008.0,1.0,900.0,999.0,9.0,0,L,0.0,9.0,9.0,8.0,,1.0,G,9,9,3.0
24390,0.03924,Q1,2013,3,3,NL,4.0,1,9,2,2,1,2013,1,1.0,47.0,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99,99.0,99.0,99.0,99.0,9.0,9,99.0,9.0,9.0,9,9,9,99.0,1.0,2011.0,10.0,9.0,9,4,9.0,2.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9,4,2,9.0,2,999.0,9.0,9.0,1979.0,2.0,999.0,999.0,3.0,0,L,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9,3.0
