,COEFF,QUARTER,REFYEAR,COUNTRY,DEGURBA,HHTYPE,HHINST,INTQUEST,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D
4866,0.2377,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,8.0,1.0,9,4,9.0,3.0,3.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,5.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1983.0,2.0,999.0,999.0,3.0,0.0,L,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9
4867,0.152503,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,1.0,1.0,9,4,9.0,2.0,3.0,0,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1975.0,2.0,999.0,999.0,3.0,0.0,L,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9
4868,0.133093,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,8.0,9.0,9,4,9.0,2.0,3.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,2.0,2.0,9,2.0,999.0,9,9.0,1979.0,2.0,999.0,999.0,3.0,0.0,L,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9
4882,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1987.0,3.0,999.0,999.0,9.0,,L,,9.0,9.0,999.0,,99.0,9,9,9
4898,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,2,6.0,,9.0,,,9,,999.0,9,9.0,1981.0,3.0,999.0,999.0,9.0,,L,0.0,9.0,9.0,999.0,,99.0,9,9,9
4923,0.168813,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,1,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,12.0,0.0,5,4,9.0,3.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,2.0,2.0,9,2.0,999.0,9,9.0,1982.0,2.0,999.0,700.0,1.0,0.0,M,0.0,9.0,9.0,999.0,2.0,99.0,9,9,F
4924,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1998.0,2.0,999.0,999.0,2.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4925,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1990.0,2.0,999.0,999.0,2.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4927,0.193836,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,12.0,0.0,5,4,9.0,3.0,1.0,1,1,1,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1985.0,2.0,999.0,700.0,1.0,0.0,M,0.0,9.0,9.0,999.0,2.0,99.0,9,9,B
4928,0.146544,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2013.0,9.0,1.0,5,4,9.0,3.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1992.0,2.0,999.0,700.0,1.0,0.0,M,0.0,9.0,9.0,999.0,2.0,99.0,9,9,F
4929,0.174228,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,10.0,1.0,5,4,9.0,3.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2011.0,2.0,999.0,500.0,1.0,0.0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H
4930,0.322676,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,3.0,0.0,9,4,9.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1983.0,2.0,999.0,999.0,1.0,0.0,M,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9
4932,0.171477,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2010.0,99.0,0.0,9,4,9.0,3.0,,1,1,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1985.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9
4934,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1992.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4935,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,2.0,1,0,1,0,1,1,1,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1984.0,2.0,999.0,999.0,2.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4936,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1986.0,2.0,999.0,999.0,,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4937,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,1,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1993.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4938,0.191196,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,8.0,0.0,5,4,9.0,2.0,1.0,1,0,1,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1992.0,2.0,999.0,200.0,1.0,0.0,M,0.0,9.0,9.0,999.0,4.0,99.0,9,9,H
4939,0.086854,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2013.0,11.0,1.0,5,4,9.0,2.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1986.0,2.0,999.0,700.0,1.0,0.0,M,0.0,9.0,9.0,999.0,2.0,99.0,9,9,F
4940,0.118025,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,2.0,1.0,9,4,9.0,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,2.0,2.0,9,2.0,999.0,9,9.0,1984.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9
4941,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1977.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4942,0.218962,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2010.0,99.0,9.0,9,4,9.0,3.0,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1983.0,2.0,999.0,999.0,1.0,0.0,M,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9
4943,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1990.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4944,0.189945,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,2.0,0.0,9,4,9.0,3.0,,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1977.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9
4947,0.335563,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,12.0,0.0,5,4,9.0,3.0,1.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1990.0,2.0,999.0,900.0,1.0,0.0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,F
4948,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1987.0,2.0,999.0,999.0,3.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4949,0.128035,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,11.0,1.0,5,4,9.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1981.0,2.0,999.0,600.0,1.0,0.0,M,0.0,9.0,9.0,999.0,3.0,99.0,9,9,H
4950,0.224853,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2013.0,9.0,0.0,5,4,9.0,2.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1986.0,2.0,999.0,700.0,1.0,0.0,M,0.0,9.0,9.0,999.0,2.0,99.0,9,9,G
4951,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1987.0,2.0,999.0,999.0,2.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4952,0.170501,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2000.0,99.0,99.0,9,4,9.0,3.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2004.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,8.0,99.0,9,9,9
4953,0.363175,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,8.0,9.0,0,4,9.0,3.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,2003.0,2.0,999.0,700.0,2.0,0.0,M,0.0,9.0,9.0,999.0,4.0,99.0,9,9,F
4954,0.298995,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2012.0,4.0,0.0,9,4,9.0,3.0,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1990.0,2.0,999.0,999.0,3.0,0.0,M,0.0,9.0,9.0,999.0,5.0,99.0,9,9,9
4955,,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,2.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,,9999.0,99.0,99.0,9,4,9.0,6.0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,,9.0,,,9,,999.0,9,9.0,1991.0,2.0,999.0,999.0,1.0,,M,0.0,9.0,9.0,999.0,,99.0,9,9,9
4956,0.22727,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2013.0,6.0,9.0,5,4,9.0,3.0,1.0,1,0,1,1,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1987.0,2.0,999.0,800.0,1.0,0.0,M,0.0,9.0,9.0,999.0,2.0,99.0,9,9,F
4957,0.150356,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2010.0,99.0,9.0,9,4,9.0,3.0,1.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,5.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1982.0,2.0,999.0,999.0,1.0,0.0,M,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9
4958,0.107447,_A,2013,FI,3.0,1,9,2,2013,1,1.0,47.0,000-OWN COUNTRY,0.0,000-OWN COUNTRY,1.0,99,9.0,9,9.0,99.0,NOT APPLICABLE,9999.0,99.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,99.0,99.0,99.0,99.0,99.0,9.0,9.0,99.0,9.0,9.0,9.0,9.0,9.0,99.0,1.0,2011.0,1.0,0.0,9,4,9.0,3.0,2.0,1,0,1,0,1,1,0,0,0,0,0,0,0,9.0,1,9.0,1.0,9.0,1.0,2.0,9,2.0,999.0,9,9.0,1986.0,2.0,999.0,999.0,2.0,0.0,M,0.0,9.0,9.0,999.0,7.0,99.0,9,9,9
