,COEFF,QUARTER,REFYEAR,REFWEEK,INTWEEK,COUNTRY,DEGURBA,HHTYPE,HHINST,INTWAVE,INTQUEST,REM,YEAR,HHPRIV,SEX,AGE,NATIONAL,YEARESID,COUNTRYB,PROXY,NOWKREAS,STAPRO,SIGNISAL,SUPVISOR,SIZEFIRM,COUNTRYW,YSTARTWK,MSTARTWK,WAYJFOUN,FTPT,FTPTREAS,TEMP,TEMPREAS,TEMPDUR,TEMPAGCY,SHIFTWK,EVENWK,NIGHTWK,SATWK,SUNWK,HWUSUAL,HWACTUAL,HWOVERP,HWOVERPU,HOURREAS,WISHMORE,WAYMORE,HWWISH,HOMEWK,LOOKOJ,LOOKREAS,EXIST2J,STAPRO2J,HWACTUA2,EXISTPR,YEARPR,MONTHPR,LEAVREAS,STAPROPR,SEEKWORK,SEEKREAS,SEEKTYPE,SEEKDUR,METHODA,METHODB,METHODC,METHODD,METHODE,METHODF,METHODG,METHODH,METHODI,METHODJ,METHODK,METHODL,METHODM,WANTWORK,AVAILBLE,AVAIREAS,PRESEEK,NEEDCARE,REGISTER,EDUCSTAT,EDUCLEVL,COURATT,COURLEN,COURPURP,COURWORH,HATYEAR,ILOSTAT,ISCO1D,ISCOPR1D,DURUNE,EDUC4WN,HATLEV1D,METHFW,LENTR4W,PURP4W,STARTIME,LEAVCLAS,INCDECIL,NACE1D,NACE2J1D,NACEPR1D,HHNBPERS
4094,0.01033,_A,2013,16,17,HU,4.0,1,9,2,2,4,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,1.0,0.0,5,4,9,3,1,1,1,1,1,1,1,0,0,0,1,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1988,2.0,999.0,500,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,G,1
4143,0.0325,_A,2013,17,18,HU,3.0,1,9,6,2,4,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,1.0,5,4,9,2,2,1,0,1,1,0,1,0,0,0,0,0,0,1,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1980,2.0,999.0,500,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,H,1
4148,0.02528,_A,2013,7,8,HU,3.0,1,9,5,2,2,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,1.0,0.0,5,4,9,2,1,1,0,1,1,1,1,0,0,0,1,1,0,0,9,1,9,1,9,2,1.0,5,2.0,999,9,9,2009,2.0,999.0,700,1.0,1.0,M,0.0,,,999,2.0,99.0,9,9,B,3
4161,0.01889,_A,2013,37,38,HU,3.0,1,9,3,2,9,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,5.0,9,2,11,000-OWN COUNTRY,2005,99.0,9,2,6,1,9,9,0,3,3,3,3,3,20,20,0,0,97,1,1,40,1,1,4,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9,1,9,9,9,4,2.0,9,2.0,999,9,9,1985,1.0,500.0,999,9.0,0.0,M,0.0,9.0,9.0,96,,,H,9,9,3
4172,0.01273,_A,2013,1,2,HU,3.0,1,9,1,2,1,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,1.0,5,4,9,3,1,1,0,1,1,0,0,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1967,2.0,999.0,900,1.0,0.0,L,0.0,9.0,9.0,999,2.0,99.0,9,9,H,2
4183,0.01292,_A,2013,37,38,HU,3.0,1,9,2,2,9,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,10.0,0.0,5,4,9,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1991,2.0,999.0,700,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,3
4200,0.02219,_A,2013,12,13,HU,3.0,1,9,6,2,3,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,1.0,5,4,9,2,1,1,0,0,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1986,2.0,999.0,900,1.0,0.0,L,0.0,9.0,9.0,999,3.0,99.0,9,9,A,6
4232,0.017,_A,2013,6,7,HU,3.0,1,9,5,2,2,2013,1,2.0,55-74,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,1.0,9,4,9,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1969,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,7.0,99.0,9,9,9,3
4305,0.01665,_A,2013,35,36,HU,3.0,1,9,5,2,8,2013,1,1.0,55-74,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,7.0,1.0,5,4,9,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1973,2.0,999.0,900,1.0,0.0,M,0.0,9.0,9.0,999,2.0,99.0,9,9,H,3
4330,0.05445,_A,2013,14,15,HU,4.0,1,9,4,2,4,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,9.0,0.0,9,4,9,2,3,1,1,1,0,1,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1987,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,6.0,99.0,9,9,9,2
4378,0.02035,_A,2013,38,39,HU,3.0,1,9,4,2,9,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,4.0,0.0,5,4,9,6,1,1,0,1,1,1,1,1,0,0,1,1,0,0,9,1,9,5,9,2,2.0,9,2.0,999,9,9,1999,2.0,999.0,400,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,H,2
4401,0.01276,_A,2013,29,30,HU,3.0,1,9,3,2,7,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,3,1,1,1,1,1,1,0,0,0,0,0,0,0,9,1,9,2,9,1,2.0,9,2.0,999,9,9,2010,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,3
4426,0.06802,_A,2013,28,29,HU,4.0,1,9,5,2,7,2013,1,1.0,40-54,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,,0.0,9,4,9,2,3,0,0,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1983,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,7.0,99.0,9,9,9,4
4455,0.02773,_A,2013,36,37,HU,3.0,1,9,1,2,9,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,0.0,9,2,13,NO ANSWER,2006,99.0,9,1,9,1,9,9,0,3,1,1,2,3,17,70,0,0,2,0,9,70,3,1,1,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,1,0,0,1,1,0,1,0,0,0,1,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,1994,1.0,200.0,999,9.0,0.0,M,0.0,9.0,9.0,84,,,F,9,9,4
4482,0.03792,_A,2013,37,38,HU,3.0,1,9,5,2,9,2013,1,1.0,15-24,005-EU28,00,000-OWN COUNTRY,1,99,5.0,9,2,10,000-OWN COUNTRY,2012,3.0,9,2,5,2,2,3,0,3,3,3,2,2,6,6,0,0,97,1,2,40,3,1,4,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9,1,9,9,9,4,2.0,9,2.0,999,9,9,2006,1.0,900.0,999,9.0,0.0,L,0.0,9.0,9.0,18,,,A,9,9,3
4497,0.04677,_A,2013,38,39,HU,3.0,1,9,3,2,9,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,0.0,5,4,9,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,9,1,9,1,9,1,1.0,3,2.0,999,9,9,2005,2.0,999.0,600,2.0,1.0,M,0.0,,,999,4.0,99.0,9,9,A,4
4501,0.06838,_A,2013,51,52,HU,4.0,1,9,5,2,12,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,5.0,9,2,13,005-EU28,2012,1.0,9,1,9,1,9,9,0,3,3,3,3,3,40,40,0,0,97,0,9,40,3,1,2,1,9,99,9.0,9999,99.0,99.0,9,9,9,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,9,9,9,9,9,4,2.0,9,2.0,999,9,9,2002,1.0,300.0,999,9.0,0.0,H,0.0,9.0,9.0,23,,,A,9,9,3
4525,0.02985,_A,2013,17,18,HU,3.0,1,9,4,2,4,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,1989,99.0,99.0,9,4,9,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1988,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,5
4552,0.02623,_A,2013,30,31,HU,3.0,1,9,1,2,7,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,0.0,5,4,9,2,2,1,0,1,1,1,1,0,0,0,1,1,0,0,9,1,9,2,9,1,2.0,9,2.0,999,9,9,2009,2.0,999.0,700,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,B,2
4553,0.01388,_A,2013,21,22,HU,4.0,1,9,2,2,5,2013,1,1.0,55-74,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,12.0,0.0,9,4,9,2,3,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1972,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,5
4556,0.03005,_A,2013,37,38,HU,3.0,1,9,2,2,9,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2009,99.0,0.0,9,4,9,3,3,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1975,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
4591,0.0245,_A,2013,44,45,HU,3.0,1,9,2,2,10,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,5,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9,1,9,4,9,1,2.0,9,2.0,999,9,9,2000,2.0,999.0,999,1.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,4
4669,0.07686,_A,2013,30,31,HU,4.0,1,9,2,2,7,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,6.0,0.0,5,4,9,3,1,0,0,0,1,1,1,1,0,0,1,0,1,1,9,1,9,1,9,4,2.0,9,1.0,8,1,3,2009,2.0,999.0,900,1.0,1.0,M,0.0,,,999,2.0,99.0,9,9,H,6
4698,0.02079,_A,2013,52,1,HU,4.0,1,9,1,2,12,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,1,5.0,1,2,13,005-EU28,2012,,9,1,9,2,2,2,0,3,3,3,3,3,40,0,0,0,99,0,9,40,3,1,1,1,9,99,9.0,9999,99.0,99.0,9,9,9,3,3,1,0,1,1,0,1,0,0,0,0,1,0,0,9,9,9,9,9,2,2.0,9,2.0,999,9,9,1985,1.0,600.0,999,9.0,0.0,M,0.0,9.0,9.0,24,,,A,9,9,1
4836,0.06266,_A,2013,43,44,HU,4.0,1,9,2,2,10,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2006,99.0,0.0,9,4,9,2,3,1,1,0,1,1,1,0,0,0,0,0,0,0,9,1,9,4,9,2,2.0,9,2.0,999,9,9,1989,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,4
4845,0.02496,_A,2013,5,6,HU,3.0,1,9,2,2,1,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2006,99.0,0.0,9,4,9,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,5,9,2,2.0,9,2.0,999,9,9,1994,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,2
4880,0.01809,_A,2013,30,31,HU,3.0,1,9,1,2,7,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,11.0,0.0,5,4,9,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1999,2.0,999.0,700,2.0,0.0,L,0.0,9.0,9.0,999,4.0,99.0,9,9,F,3
4912,0.03632,_A,2013,3,4,HU,4.0,1,9,4,2,1,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,8.0,1.0,5,4,9,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,2004,2.0,999.0,900,1.0,0.0,L,0.0,9.0,9.0,999,3.0,99.0,9,9,H,6
4930,0.0706,_A,2013,22,23,HU,4.0,1,9,6,2,5,2013,1,1.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,5,1,0,1,1,1,0,0,0,0,0,1,0,0,0,9,1,9,2,9,4,1.0,5,2.0,999,9,9,2007,2.0,999.0,999,1.0,1.0,M,0.0,,,999,,99.0,9,9,9,5
4932,0.0409,_A,2013,1,2,HU,4.0,1,9,2,2,1,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,6.0,0.0,5,4,9,5,2,1,1,1,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,2009,2.0,999.0,500,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,G,4
4939,0.03811,_A,2013,2,3,HU,4.0,1,9,2,2,1,2013,1,1.0,25-39,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,3.0,0.0,9,4,9,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2001,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,6.0,99.0,9,9,9,5
4976,0.02209,_A,2013,39,40,HU,3.0,1,9,2,2,9,2013,1,2.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,10.0,0.0,5,4,9,3,2,1,0,1,1,1,1,0,0,0,0,1,0,0,9,1,9,1,9,1,2.0,9,2.0,999,9,9,1971,2.0,999.0,900,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,G,5
4983,0.02902,_A,2013,29,30,HU,3.0,1,9,2,2,7,2013,1,1.0,25-39,005-EU28,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,3,3,1,0,1,1,1,1,0,0,0,1,0,0,0,9,1,9,4,9,4,2.0,9,2.0,999,9,9,1997,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,4
5000,0.0259,_A,2013,7,8,HU,3.0,1,9,4,2,2,2013,1,1.0,25-39,005-EU28,00,000-OWN COUNTRY,2,99,0.0,9,9,99,000-OWN COUNTRY,2010,99.0,9,1,9,9,9,9,9,9,1,1,3,3,40,40,99,99,97,0,9,40,2,1,3,1,9,99,9.0,9999,99.0,99.0,9,9,9,3,1,0,0,1,1,1,1,0,0,0,0,0,0,1,9,9,9,9,9,4,2.0,9,2.0,999,9,9,1999,1.0,800.0,999,9.0,0.0,M,0.0,9.0,9.0,36,,99.0,H,9,9,5
5042,0.02278,_A,2013,15,16,HU,3.0,1,9,3,2,4,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2010,99.0,1.0,9,4,9,3,2,1,0,1,1,0,1,0,0,0,0,1,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1983,2.0,999.0,999,2.0,0.0,L,0.0,9.0,9.0,999,7.0,99.0,9,9,9,4
5046,0.02207,_A,2013,30,31,HU,4.0,1,9,3,2,7,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,,9.0,9,4,9,3,3,0,1,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1984,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,2
5056,0.05226,_A,2013,7,8,HU,3.0,1,9,3,2,2,2013,1,2.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,8.0,1.0,5,4,9,3,2,1,1,1,1,1,1,0,0,0,1,1,0,1,9,1,9,1,9,2,2.0,9,2.0,999,9,9,2011,2.0,999.0,500,2.0,0.0,M,0.0,9.0,9.0,999,4.0,99.0,9,9,H,3
5057,0.02603,_A,2013,7,8,HU,3.0,1,9,1,2,2,2013,1,1.0,15-24,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,,1.0,9,4,9,2,1,1,0,1,1,1,1,0,0,0,1,1,0,0,9,1,9,5,9,1,2.0,9,2.0,999,9,9,2008,2.0,999.0,999,1.0,0.0,M,0.0,9.0,9.0,999,7.0,99.0,9,9,9,6
5067,0.02054,_A,2013,15,16,HU,3.0,1,9,6,2,4,2013,1,2.0,40-54,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2007,99.0,0.0,9,4,9,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1973,2.0,999.0,999,3.0,0.0,L,0.0,9.0,9.0,999,8.0,99.0,9,9,9,6
5102,0.01643,_A,2013,7,8,HU,3.0,1,9,3,2,2,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,9.0,0.0,5,4,9,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,9,1,9,1,9,4,2.0,9,2.0,999,9,9,1988,2.0,999.0,900,1.0,0.0,L,0.0,9.0,9.0,999,3.0,99.0,9,9,H,1
5127,0.05975,_A,2013,7,8,HU,3.0,1,9,4,2,2,2013,1,1.0,15-24,005-EU28,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,0.0,9999,99.0,99.0,9,4,9,2,3,0,0,0,1,1,1,0,0,0,1,0,0,0,9,1,9,2,9,4,2.0,9,2.0,999,9,9,2009,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,,99.0,9,9,9,6
5136,0.03089,_A,2013,23,24,HU,4.0,1,9,4,2,6,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2005,99.0,99.0,9,4,9,6,3,1,0,0,1,0,1,0,0,0,0,0,0,0,9,1,9,5,9,4,2.0,9,2.0,999,9,9,1978,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,8.0,99.0,9,9,9,3
5145,0.07098,_A,2013,34,35,HU,4.0,1,9,5,2,8,2013,1,1.0,55-74,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,7.0,0.0,9,4,9,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1974,2.0,999.0,999,3.0,0.0,M,0.0,9.0,9.0,999,5.0,99.0,9,9,9,3
5153,0.0665,_A,2013,3,4,HU,4.0,1,9,6,2,1,2013,1,2.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,1,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2011,4.0,9.0,9,4,9,2,3,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,1.0,40,1,5,1976,2.0,999.0,999,3.0,1.0,M,0.0,,,999,6.0,99.0,9,9,9,2
5154,0.03999,_A,2013,15,16,HU,4.0,1,9,5,2,4,2013,1,1.0,40-54,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2012,12.0,0.0,5,4,9,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1976,2.0,999.0,700,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,F,6
5162,0.0742,_A,2013,36,37,HU,3.0,1,9,6,2,9,2013,1,2.0,25-39,000-OWN COUNTRY,00,000-OWN COUNTRY,2,99,9.0,9,9,99,NOT APPLICABLE,9999,99.0,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,9,9,99,9,9,9,9,9,99,1.0,2013,5.0,0.0,5,4,9,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,9,1,9,2,2.0,9,2.0,999,9,9,1991,2.0,999.0,800,1.0,0.0,M,0.0,9.0,9.0,999,3.0,99.0,9,9,B,3
